,season,id,name,position,team,conference,countablePlays,averagePPA.all,averagePPA.pass,averagePPA.rush,averagePPA.firstDown,averagePPA.secondDown,averagePPA.thirdDown,averagePPA.standardDowns,averagePPA.passingDowns,totalPPA.all,totalPPA.pass,totalPPA.rush,totalPPA.firstDown,totalPPA.secondDown,totalPPA.thirdDown,totalPPA.standardDowns,totalPPA.passingDowns
420,2014,545962,Dijon Paschal,WR,Arkansas State,Sun Belt,54,0.852,0.852,NA,0.624,0.488,1.297,0.549,1.204,46.02,46.02,NA,14.358,6.832,19.455,15.915,30.105
732,2015,3915894,Warren Redix,WR,UTEP,Conference USA,54,0.091,0.067,0.145,-0.087,-0.069,0.491,0.033,0.164,4.937,2.476,2.46,-1.478,-1.442,7.857,0.998,3.939
1015,2015,550655,Kani Benoit,RB,Oregon,Pac-12,54,0.368,2.399,0.289,0.184,0.786,0.049,0.354,0.425,19.846,4.798,15.048,5.348,14.155,0.342,15.595,4.251
1018,2015,3126080,Papi White,WR,Ohio,Mid-American,54,0.369,0.745,0.045,0.28,0.419,0.766,0.279,0.653,19.916,18.616,1.3,8.964,7.124,3.828,11.421,8.495
1060,2015,546533,Corey Willis,WR,Central Michigan,Mid-American,54,0.416,0.531,-0.352,0.205,0.323,0.937,0.214,0.71,22.474,24.937,-2.463,5.123,5.168,12.183,6.847,15.627
1065,2015,551567,Ricky Jeune,WR,Georgia Tech,ACC,54,0.421,0.421,NA,0.439,0.866,-0.367,0.378,0.461,22.735,22.735,NA,9.212,15.592,-4.772,9.834,12.902
1160,2015,547542,Janarion Grant,WR,Rutgers,Big Ten,54,0.584,0.619,0.386,0.589,0.468,0.576,0.723,0.455,31.543,28.457,3.086,9.426,7.949,11.51,18.81,12.733
1207,2015,546882,Robert Lewis,WR,Washington State,Pac-12,54,0.662,0.662,NA,0.341,0.322,1.213,0.586,0.814,35.738,35.738,NA,6.142,5.159,16.979,21.09,14.647
1633,2016,3701017,Reggie Gallaspy II,RB,NC State,ACC,54,-0.036,0.171,-0.057,-0.1,-0.007,0.454,-0.03,-0.074,-1.958,0.857,-2.815,-3.188,-0.131,1.361,-1.364,-0.595
1693,2016,4037631,Abdul Adams,RB,Oklahoma,Big 12,54,0.024,0.3,0.008,0.022,0.004,0.105,-0.019,0.364,1.284,0.901,0.383,0.692,0.065,0.527,-0.9,2.184
2137,2016,547071,Teo Redding,WR,Bowling Green,Mid-American,54,0.283,0.283,NA,0,0.159,1.095,-0.214,0.652,15.295,15.295,NA,0.002,3.186,15.335,-4.927,20.222
2259,2016,551153,Gregory Hogan,WR,New Mexico State,FBS Independents,54,0.366,0.385,-0.641,-0.181,0.645,0.976,0.15,0.657,19.767,20.408,-0.641,-4.709,8.385,13.665,4.654,15.113
2364,2016,3700890,Tabari Hines,WR,Wake Forest,ACC,54,0.446,0.538,-1.113,0.282,0.101,1.351,0.173,0.91,24.101,27.439,-3.338,7.046,1.826,13.505,5.895,18.206
2471,2016,3916210,Xavier Castille,WR,SMU,American Athletic,54,0.533,0.533,NA,0.269,0.287,0.955,0.441,0.602,28.797,28.797,NA,2.956,6.032,20.064,10.148,18.649
2505,2016,3886636,Alex Barnes,RB,Kansas State,Big 12,54,0.562,NA,0.562,0.475,0.701,1.097,0.471,1.456,30.348,NA,30.348,16.641,12.61,1.097,23.066,7.282
2834,2016,3126095,Jon'Vea Johnson,WR,Toledo,Mid-American,54,1.157,1.157,NA,1.371,0.897,1.423,1.022,1.37,62.492,62.492,NA,24.672,18.843,18.505,33.712,28.78
3254,2017,545228,Donovan Wilson,RB,Bowling Green,Mid-American,54,-0.089,-0.111,-0.086,-0.052,-0.062,-0.255,-0.11,-0.034,-4.8,-0.665,-4.135,-1.203,-1.243,-2.298,-4.29,-0.51
3359,2017,3915497,Romello Ross,RB,Central Michigan,Mid-American,54,-0.017,2.53,-0.065,-0.165,0.007,0.341,-0.027,0.012,-0.934,2.53,-3.463,-4.444,0.151,1.705,-1.096,0.162
3512,2017,3123936,Chris James,RB,Wisconsin,Big Ten,54,0.055,-0.241,0.086,-0.114,0.175,-0.024,0.074,0.018,2.984,-1.206,4.19,-2.399,5.431,-0.048,2.66,0.324
3921,2017,550339,Nick Holley,QB,Kent State,Mid-American,54,0.208,0.106,0.263,0.115,-0.237,0.749,-0.018,0.536,11.216,2.02,9.196,2.531,-3.561,11.988,-0.579,11.795
4227,2017,4046668,Aleva Hifo,WR,BYU,FBS Independents,54,0.325,0.325,NA,0.157,0.001,0.799,0.36,0.271,17.55,17.55,NA,3.147,0.02,14.383,11.869,5.681
4263,2017,3915803,Quin Jernighan,WR,Western Kentucky,Conference USA,54,0.344,0.384,-1.774,0.018,0.249,1.464,0.017,0.819,18.565,20.339,-1.774,0.367,6.482,11.716,0.553,18.012
4343,2017,3139154,Trever Ryen,WR,Iowa State,Big 12,54,0.377,0.395,-0.116,0.589,-0.122,0.878,0.597,-0.103,20.331,20.563,-0.231,16.496,-2.311,6.147,22.077,-1.746
4482,2017,546840,Macan Wilson,WR,Northwestern,Big Ten,54,0.45,0.45,NA,0.489,-0.034,0.908,0.341,0.687,24.291,24.291,NA,12.719,-0.48,9.991,12.616,11.675
4659,2017,552951,Jimmy Williams,WR,East Carolina,American Athletic,54,0.538,0.59,-2.184,-0.087,-0.118,1.672,0.291,0.899,29.075,31.259,-2.184,-1.657,-1.657,28.417,9.301,19.774
4815,2017,3918318,C.J. Johnson,WR,Wyoming,Mountain West,54,0.634,0.67,-0.302,0.771,0.447,0.602,0.793,0.463,34.256,34.861,-0.604,13.887,8.949,9.033,22.215,12.041
4911,2017,545902,John Diarse,WR,TCU,Big 12,54,0.718,0.718,NA,0.479,0.63,1.431,0.485,1.225,38.753,38.753,NA,12.934,10.076,15.743,17.933,20.82
4982,2017,4241983,Cody White,WR,Michigan State,Big Ten,54,0.785,0.817,0.377,0.444,0.259,1.925,0.322,1.247,42.378,40.869,1.509,7.102,5.179,30.794,8.695,33.682
5071,2017,4038460,Dillon Stoner,WR,Oklahoma State,Big 12,54,0.886,0.886,NA,0.508,1.504,0.738,0.562,1.322,47.831,47.831,NA,11.187,25.57,11.074,17.421,30.41
5790,2018,4256045,Marcus McElroy,RB,Colorado State,Mountain West,54,-0.041,1.005,-0.125,-0.226,0.035,0.936,-0.189,0.537,-2.238,4.019,-6.257,-7.474,0.557,4.679,-8.145,5.907
5818,2018,4367187,Martell Irby,RB,UCLA,Pac-12,54,-0.024,-0.239,0.044,-0.163,0.141,-0.112,-0.065,0.049,-1.323,-3.112,1.79,-3.43,2.812,-1.008,-2.258,0.935
5998,2018,3916635,Breck Turner,RB,Eastern Michigan,Mid-American,54,0.065,0.323,-0.001,0.028,0.163,0.025,0.043,0.24,3.505,3.552,-0.047,0.968,2.438,0.098,2.067,1.438
6554,2018,4035005,Brian Herrien,RB,Georgia,SEC,54,0.282,0.583,0.229,0.141,0.4,0.584,0.19,0.52,15.215,4.665,10.55,2.952,9.591,4.087,7.418,7.797
6681,2018,3924376,A.J. Turner,RB,South Carolina,SEC,54,0.334,0.911,0.219,0.04,0.648,0.663,0.214,0.756,18.058,8.202,9.856,1.109,12.97,3.98,8.992,9.067
6762,2018,3117245,Keller Chryst,QB,Tennessee,SEC,54,0.369,0.388,0.128,0.677,-0.118,0.484,0.273,0.446,19.926,19.415,0.511,10.839,-2.233,8.712,6.552,13.374
6805,2018,4039301,Courtney Lark,WR,Houston,American Athletic,54,0.392,0.394,0.299,0.291,0.394,0.62,0.229,0.817,21.167,20.869,0.299,9.016,5.913,3.722,8.914,12.253
6822,2018,4245131,Tim Jones,WR,Southern Mississippi,Conference USA,54,0.399,0.415,0.118,-0.139,0.665,0.725,0.096,0.68,21.54,21.186,0.353,-2.781,14.636,7.248,2.5,19.04
7176,2018,3917166,Omar Bayless,WR,Arkansas State,Sun Belt,54,0.585,0.585,NA,0.743,0.478,0.998,0.627,0.52,31.613,31.613,NA,14.852,9.081,10.978,20.702,10.911
7596,2018,4242328,Tre Walker,WR,San José State,Mountain West,54,0.96,0.986,-0.418,0.906,1.203,0.775,0.967,0.954,51.86,52.278,-0.418,21.755,19.25,10.854,26.112,25.748
8080,2019,3916635,Breck Turner,RB,Eastern Michigan,Mid-American,54,-0.247,0.021,-0.381,-0.217,-0.392,-0.051,-0.29,-0.077,-13.339,0.385,-13.724,-7.149,-5.882,-0.308,-12.491,-0.848
8260,2019,4242270,Kyric McGowan,WR,Northwestern,Big Ten,54,-0.062,-0.151,0.035,-0.034,-0.223,-0.013,-0.075,-0.033,-3.324,-4.234,0.91,-0.82,-4.015,-0.114,-2.762,-0.562
8476,2019,4240711,Todd Sibley Jr.,RB,Pittsburgh,ACC,54,0.055,0.031,0.057,0.18,-0.224,0.223,0.11,-0.075,2.98,0.123,2.856,4.504,-5.153,0.891,4.179,-1.199
8598,2019,4050287,Austin Vaughn,RB,Louisiana Monroe,Sun Belt,54,0.104,-0.122,0.132,0.17,-0.116,0.142,0.132,-0.059,5.618,-0.73,6.348,4.412,-2.433,0.854,6.088,-0.47
9022,2019,3895827,Ty'Son Williams,RB,BYU,FBS Independents,54,0.262,0.212,0.269,0.083,0.351,0.685,0.126,0.69,14.125,1.484,12.641,2.332,6.315,5.478,5.151,8.973
9278,2019,4246920,DJ Stubbs,WR,Liberty,FBS Independents,54,0.366,0.366,NA,0.311,0.386,0.253,0.238,0.645,19.783,19.783,NA,8.407,5.789,2.783,8.812,10.971
9310,2019,4243455,Jacquez Sloan,WR,Western Kentucky,Conference USA,54,0.383,0.306,0.899,-0.077,0.448,1.956,0.099,1.191,20.657,14.362,6.296,-2.235,7.168,15.647,3.979,16.679
9356,2019,3700890,Tabari Hines,WR,NC State,ACC,54,0.406,0.399,0.525,0.467,0.117,0.552,0.457,0.354,21.911,20.335,1.576,10.264,1.526,9.93,12.341,9.569
9491,2019,3932429,Chris Finke,WR,Notre Dame,FBS Independents,54,0.483,0.483,0.484,0.216,0.622,0.69,0.426,0.544,26.074,25.59,0.484,3.678,9.328,13.801,11.918,14.155
9683,2019,4258463,Artice Hobbs,RB,Army,FBS Independents,54,0.58,0.478,0.674,0.383,0.622,1.225,0.719,0.406,31.304,12.423,18.881,7.664,14.311,11.029,21.561,9.743
9714,2019,4240577,Brandon Smith,WR,Iowa,Big Ten,54,0.599,0.583,1.419,0.434,0.345,1.256,0.31,1.09,32.337,30.919,1.419,9.121,6.891,16.326,10.53,21.808
272,2014,545520,Trevorris Johnson,RB,TCU,Big 12,53,0.256,1.561,0.231,-0.13,0.601,1.308,0.103,1.264,13.588,1.561,12.027,-4.289,7.808,6.54,4.743,8.845
2028,2016,559555,DeAndre Goolsby,TE,Florida,SEC,53,0.217,0.217,NA,0.12,0.224,0.716,0.095,0.454,11.486,11.486,NA,2.75,3.583,9.302,3.308,8.178
2100,2016,3139154,Trever Ryen,WR,Iowa State,Big 12,53,0.259,0.247,0.91,0.416,0.368,-0.098,0.309,0.163,13.748,12.838,0.91,10.809,4.779,-1.268,10.811,2.937
2654,2016,3126329,Garrett Johnson,WR,Kentucky,SEC,53,0.734,0.734,NA,0.49,0.755,0.853,0.721,0.759,38.903,38.903,NA,12.249,6.038,13.652,25.236,13.666
3396,2017,4035695,Vavae Malepeai,RB,USC,Pac-12,53,0.005,-0.588,0.053,-0.144,0,0.348,0.005,0.001,0.24,-2.353,2.592,-4.023,0.006,2.787,0.232,0.007
3528,2017,545840,Kyler Neal,RB,Georgia State,Sun Belt,53,0.063,0.218,0.022,-0.018,0.045,0.524,0.013,0.276,3.333,2.399,0.934,-0.529,0.496,4.719,0.573,2.76
3597,2017,4036436,Marcus Williams Jr.,RB,Appalachian State,Sun Belt,53,0.087,-0.089,0.097,-0.028,0.221,0.252,0.064,0.175,4.602,-0.266,4.868,-0.766,4.634,1.009,2.674,1.927
3824,2017,3126013,Ryan Graham,QB,Northern Illinois,Mid-American,53,0.171,0.148,0.234,0.058,0.48,-0.366,0.088,0.319,9.05,5.769,3.281,1.443,8.162,-3.658,2.995,6.055
3973,2017,3895789,Quadree Henderson,WR,Pittsburgh,ACC,53,0.225,0.285,0.191,0.205,0.146,2.649,0.103,0.818,11.911,5.406,6.505,5.749,3.514,2.649,4.549,7.362
4304,2017,554889,Matt VandeBerg,WR,Iowa,Big Ten,53,0.361,0.361,NA,0.165,0.447,0.462,0.19,0.601,19.118,19.118,NA,3.971,8.946,3.697,5.894,13.224
4533,2017,3123050,Christopher Herndon IV,TE,Miami,ACC,53,0.471,0.471,NA,0.526,0.033,0.947,0.331,0.702,24.975,24.975,NA,12.106,0.563,12.306,10.938,14.037
4656,2017,4044534,Sadiq Palmer,WR,UMass,FBS Independents,53,0.535,0.535,NA,0.266,1.081,0.962,0.443,0.665,28.38,28.38,NA,6.661,15.13,11.549,13.746,14.633
4739,2017,3116745,Stephen Louis,WR,NC State,ACC,53,0.589,0.646,-2.402,0.077,0.926,1.236,0.32,0.998,31.192,33.593,-2.402,1.852,19.452,9.888,10.235,20.956
4966,2017,3921706,Brandon Presley,WR,UNLV,Mountain West,53,0.771,0.814,0.359,0.347,0.513,1.333,0.7,0.851,40.87,39.073,1.797,6.596,8.208,19.997,19.608,21.263
5143,2017,546222,Jake Roh,TE,Boise State,Mountain West,53,1.006,1.062,0.637,0.155,1.385,1.505,0.755,1.387,53.303,48.842,4.46,2.785,24.929,25.588,24.174,29.128
6016,2018,4363062,Garland LaFrance,WR,Western Kentucky,Conference USA,53,0.072,0.305,-0.069,0.274,0.017,-0.097,0.22,-0.107,3.817,6.098,-2.281,5.75,0.365,-0.968,6.386,-2.569
6761,2018,4362751,Jalen Knox,WR,Missouri,SEC,53,0.368,0.374,0.264,-0.017,0.154,1.51,0.008,1.598,19.487,18.695,0.792,-0.482,1.845,18.123,0.312,19.175
6783,2018,4036026,Dez Fitzpatrick,WR,Louisville,ACC,53,0.379,0.379,NA,0.399,0.189,0.549,0.319,0.459,20.11,20.11,NA,9.981,1.895,8.237,9.556,10.554
6921,2018,3914151,Josiah Deguara,TE,Cincinnati,American Athletic,53,0.449,0.449,NA,0.153,0.795,0.504,0.205,0.965,23.808,23.808,NA,3.674,15.098,5.035,7.395,16.413
7332,2018,4242330,Danny Davis III,WR,Wisconsin,Big Ten,53,0.707,0.662,1.246,0.596,0.614,1.268,0.673,0.75,37.445,32.461,4.984,12.513,9.82,17.753,20.184,17.261
8333,2019,4035106,Dawson Downing,RB,Missouri,SEC,53,-0.011,-0.341,0.096,-0.01,-0.192,0.617,-0.018,0.019,-0.599,-4.437,3.839,-0.271,-4.031,3.703,-0.787,0.188
8619,2019,4038226,Freddie Holly III,RB,Hawai'i,Mountain West,53,0.112,-1.774,0.225,-0.242,0.314,0.959,0.057,0.278,5.911,-5.321,11.232,-5.577,6.593,6.714,2.294,3.617
8649,2019,4038713,Trevon Sands,RB,South Florida,American Athletic,53,0.121,-0.085,0.147,-0.073,0.087,0.868,0.115,0.149,6.414,-0.508,6.922,-2.045,1.389,6.946,4.924,1.49
8887,2019,4040967,B.J. Emmons,RB,Florida Atlantic,Conference USA,53,0.208,0.188,0.21,-0.029,0.175,1.029,0.374,-0.21,11.049,0.564,10.485,-0.728,3.847,5.145,14.204,-3.155
9411,2019,4245653,Brian Casteel,WR,Arizona,Pac-12,53,0.441,0.451,0.328,0.532,0.192,0.801,0.585,0.137,23.394,22.081,1.314,11.699,4.802,4.003,21.058,2.336
9588,2019,4245144,Davontavean Martin,WR,Washington State,Pac-12,53,0.53,0.53,NA,0.511,0.381,0.603,0.363,1.045,28.096,28.096,NA,12.774,7.236,4.822,14.513,13.583
9741,2019,4039339,Mathew Sexton,WR,Eastern Michigan,Mid-American,53,0.616,0.677,0.211,0.059,0.797,1.014,0.121,1.369,32.629,31.152,1.478,1.119,17.525,11.155,3.884,28.745
9786,2019,4428367,Tayvion Robinson,WR,Virginia Tech,ACC,53,0.645,0.651,0.626,0.45,0.865,0.65,0.471,0.985,34.211,27.321,6.89,11.243,11.245,9.094,16.484,17.727
9803,2019,3932354,Talon Shumway,WR,BYU,FBS Independents,53,0.659,0.659,NA,0.501,0.429,1.579,0.601,0.762,34.901,34.901,NA,11.028,6.861,20.522,20.424,14.477
135,2014,550587,Zack Greenlee,QB,Fresno State,Mountain West,52,-0.074,-0.149,0.287,-0.34,-0.143,0.276,-0.062,-0.086,-3.839,-6.42,2.581,-4.76,-2.426,4.967,-1.601,-2.237
216,2014,3116773,Shai McKenzie,RB,Virginia Tech,ACC,52,0.12,NA,0.12,0.114,0.12,0.329,0.153,-0.273,6.266,NA,6.266,3.65,2.287,0.329,7.357,-1.091
302,2014,546882,Robert Lewis,WR,Washington State,Pac-12,52,0.31,0.31,NA,0.197,0.321,0.883,0.12,0.736,16.094,16.094,NA,5.33,4.491,7.064,4.32,11.775
675,2015,3122799,Jon Hilliman,RB,Boston College,ACC,52,0.029,0.979,-0.029,-0.189,0.067,1.174,-0.169,0.859,1.516,2.936,-1.42,-4.722,1.54,4.698,-7.077,8.593
792,2015,3116172,Trace McSorley,QB,Penn State,Big Ten,52,0.142,0.118,0.22,-0.105,-0.343,0.06,-0.033,0.317,7.373,4.739,2.634,-1.568,-4.454,1.022,-0.862,8.235
826,2015,3128397,Jauan Wesley,WR,Iowa State,Big 12,52,0.171,0.183,-0.015,0.002,0.158,0.616,0.03,0.488,8.906,8.95,-0.045,0.036,2.375,8.003,1.095,7.811
1000,2015,546427,Steven Mitchell Jr.,WR,USC,Pac-12,52,0.352,0.352,NA,0.247,0.246,0.638,0.341,0.374,18.311,18.311,NA,6.41,2.701,8.938,11.588,6.723
1270,2015,3139447,Ryan Yurachek,TE,Marshall,Conference USA,52,0.81,0.764,3.129,0.433,1.052,0.561,0.689,1.108,42.117,38.988,3.129,8.231,23.145,5.048,25.501,16.616
1597,2016,3929778,Devonte Williams,RB,Indiana,Big Ten,52,-0.09,0.344,-0.147,-0.178,0.009,0.019,-0.09,-0.09,-4.695,2.062,-6.757,-4.977,0.166,0.116,-3.344,-1.35
1632,2016,3122856,C.J. Fuller,RB,Clemson,ACC,52,-0.036,0.203,-0.086,-0.178,0.142,0.273,0.025,-0.241,-1.883,1.829,-3.712,-4.815,2.836,0.82,1.01,-2.893
1785,2016,4044121,Isaiah Wright,WR,Temple,American Athletic,52,0.082,0.261,0.023,0.041,0.062,0.286,-0.024,0.59,4.28,3.398,0.883,1.035,1.244,2.001,-1.029,5.31
2245,2016,3791117,Malik Dear,WR,Mississippi State,SEC,52,0.357,0.38,0.313,0.19,0.183,0.978,0.242,0.594,18.563,12.935,5.627,4.752,3.299,7.827,8.468,10.094
2262,2016,4040524,Thurman Morbley,WR,Texas State,Sun Belt,52,0.367,0.344,0.589,0.328,0.224,0.857,0.41,0.271,19.1,16.155,2.945,7.541,4.7,6.859,14.758,4.342
2314,2016,545514,Cameron Echols-Luper,WR,Arkansas State,Sun Belt,52,0.405,0.561,-0.593,0.57,0.316,0.235,0.557,0.181,21.075,25.223,-4.148,11.964,5.377,2.82,17.269,3.805
3411,2017,3125121,Jerrod Heard,WR,Texas,Big 12,52,0.012,-0.132,0.283,-0.209,0.216,0.066,0.119,-0.279,0.628,-4.471,5.099,-4.177,3.883,0.923,4.536,-3.908
3502,2017,3915375,Jocquez Bruce,WR,Middle Tennessee,Conference USA,52,0.052,0.078,0.045,-0.04,0.354,-0.38,-0.068,0.45,2.69,0.781,1.91,-0.999,6.731,-3.041,-2.704,5.395
3636,2017,545762,Sherman Badie,RB,Tulane,American Athletic,52,0.101,0.092,0.102,-0.108,0.502,0.114,0.161,-0.15,5.254,0.277,4.977,-3.344,8.027,0.571,6.754,-1.5
4145,2017,3124950,Ben Luckett,RB,Louisiana Monroe,Sun Belt,52,0.292,0.651,0.262,0.289,0.183,0.725,0.336,-0.041,15.2,2.606,12.595,8.37,3.3,2.898,15.444,-0.243
4289,2017,4044095,Quayvon Skanes,WR,Connecticut,American Athletic,52,0.357,0.375,-0.096,0.164,-0.01,0.888,0.202,0.47,18.545,18.738,-0.193,1.97,-0.215,15.098,4.452,14.093
4298,2017,3122733,Kamrin Solomon,WR,Florida Atlantic,Conference USA,52,0.359,0.399,0.06,0.471,-0.131,0.81,0.341,0.422,18.691,18.333,0.358,16.011,-1.31,5.667,13.628,5.064
4746,2017,3116132,Garrett Dickerson,TE,Northwestern,Big Ten,52,0.595,0.629,-1.13,0.477,0.173,1.521,0.613,0.566,30.929,32.059,-1.13,10.018,3.47,15.212,19.605,11.324
4770,2017,557720,Chris Jones,WR,Coastal Carolina,Sun Belt,52,0.607,0.569,1.06,0.375,0.504,1.413,0.396,1.126,31.542,27.301,4.241,10.868,6.548,14.127,14.648,16.895
4802,2017,3917580,Keenan Barnes,WR,Louisiana,Sun Belt,52,0.627,0.627,NA,0.611,1.338,-0.06,0.527,0.701,32.628,32.628,NA,11,21.409,-0.897,11.603,21.025
4826,2017,3126227,Phil Mayhue,WR,Memphis,American Athletic,52,0.646,0.646,NA,0.55,0.291,1.114,0.623,0.684,33.614,33.614,NA,10.458,4.07,20.05,19.94,13.674
4882,2017,546063,Marchie Murdock,WR,Iowa State,Big 12,52,0.692,0.693,0.613,0.375,0.834,1.054,0.55,1.041,35.968,35.355,0.613,9.369,14.174,9.482,20.358,15.61
4997,2017,4036416,Byron Pringle,WR,Kansas State,Big 12,52,0.801,0.81,0.344,0.579,0.911,1.033,0.85,0.743,41.642,41.297,0.344,12.728,15.482,13.431,23.81,17.832
6236,2018,4360329,Stephon Robinson,WR,Kansas,Big 12,52,0.163,0.163,NA,-0.183,0.043,0.8,-0.026,0.326,8.497,8.497,NA,-2.199,0.772,15.999,-0.628,9.125
6695,2018,4259219,Henry Colombi,QB,Utah State,Mountain West,52,0.337,0.283,0.518,0.013,0.465,0.523,0.211,0.497,17.533,11.315,6.218,0.216,7.907,9.41,6.111,11.422
6697,2018,4039662,Keenen Johnson,WR,Tulsa,American Athletic,52,0.339,0.339,NA,0.422,-0.064,0.628,0.358,0.306,17.65,17.65,NA,9.286,-1.342,5.025,11.83,5.82
6834,2018,3932433,Alize Mack,TE,Notre Dame,FBS Independents,52,0.405,0.405,NA,0.474,-0.113,1.1,0.342,0.477,21.044,21.044,NA,9.003,-2.257,14.298,9.585,11.459
6924,2018,4240600,Kadarius Toney,WR,Florida,SEC,52,0.451,0.382,0.551,0.47,0.303,0.877,0.505,0.27,23.427,11.855,11.572,13.152,4.844,4.383,20.191,3.236
7075,2018,4252364,Kyle Williams,WR,Arizona State,Pac-12,52,0.528,0.527,0.55,0.664,0.526,0.342,0.655,0.379,27.436,26.886,0.55,11.956,11.038,4.442,18.329,9.107
7099,2018,4361911,Cornelius McCoy,WR,Georgia State,Sun Belt,52,0.544,0.556,-0.062,0.271,0.392,1.049,0.48,0.625,28.281,28.343,-0.062,5.411,7.06,13.638,13.916,14.365
7164,2018,4243955,Brad Anderson,RB,Middle Tennessee,Conference USA,52,0.577,0.796,0.278,0.087,-0.02,1.583,0.418,0.876,29.983,23.872,6.111,1.992,-0.205,26.904,14.212,15.77
7247,2018,4035115,Albert Okwuegbunam,TE,Missouri,SEC,52,0.644,0.644,NA,0.983,0.121,0.731,0.67,0.612,33.502,33.502,NA,15.723,1.697,16.082,19.416,14.086
7274,2018,4035792,A.J. Taylor,WR,Wisconsin,Big Ten,52,0.662,0.662,NA,0.531,0.965,0.784,0.381,0.903,34.415,34.415,NA,7.971,16.397,14.113,9.144,25.272
7445,2018,4259241,Aaren Vaughns,WR,Utah State,Mountain West,52,0.794,0.942,0.3,0.641,0.607,1.718,0.757,0.87,41.287,37.692,3.596,16.016,11.525,13.747,26.505,14.782
7464,2018,4260452,CT Thomas,WR,Boise State,Mountain West,52,0.818,0.86,0.129,-0.093,0.325,1.561,0.148,1.489,42.551,42.164,0.387,-1.493,5.2,26.538,3.842,38.709
7530,2018,4038464,Obi Obialo,WR,Marshall,Conference USA,52,0.879,0.879,NA,0.333,0.957,2.158,0.597,1.37,45.731,45.731,NA,8.329,16.261,19.419,19.703,26.028
7678,2018,3924318,Emanuel Hall,WR,Missouri,SEC,52,1.129,1.129,NA,0.577,1.166,2.722,0.809,1.999,58.723,58.723,NA,15.569,18.658,24.496,30.738,27.985
8577,2019,4244768,Julian Hicks,WR,Akron,Mid-American,52,0.097,0.116,-0.856,-0.057,0.178,0.006,0.272,-0.142,5.06,5.916,-0.856,-1.139,3.201,0.082,8.173,-3.113
8718,2019,4374062,Trae Hall,QB,New Mexico,Mountain West,52,0.146,-0.117,0.453,0.043,0.363,0.036,0.352,-0.212,7.595,-3.273,10.869,0.946,6.179,0.471,11.632,-4.037
9028,2019,4259581,Dalton Rigdon,WR,Texas Tech,Big 12,52,0.264,0.409,-0.846,0.397,0.47,-0.242,0.527,-0.328,13.735,18.811,-5.076,9.534,10.339,-0.968,18.99,-5.254
9137,2019,4257370,Jeremiah Knight,WR,Akron,Mid-American,52,0.307,0.291,1.115,-0.143,0.477,0.585,0.174,0.504,15.966,14.852,1.115,-2.708,9.056,7.018,5.379,10.587
9153,2019,4361375,Justin Tomlin,QB,Georgia Southern,Sun Belt,52,0.313,0.131,0.509,0.484,0.378,0.085,0.389,0.242,16.259,3.529,12.73,7.26,7.557,1.443,9.719,6.54
9579,2019,4242433,Josh Palmer,WR,Tennessee,SEC,52,0.524,0.605,-1.496,0.089,1.261,0.734,-0.016,1.261,27.256,30.248,-2.992,1.685,17.649,12.476,-0.475,27.731
9724,2019,4035319,Kobay White,WR,Boston College,ACC,52,0.605,0.641,0.17,0.18,-0.114,1.753,-0.068,1.228,31.454,30.774,0.68,3.419,-1.374,31.55,-1.706,33.16
9880,2019,4360078,Alec Pierce,WR,Cincinnati,American Athletic,52,0.709,0.709,NA,0.512,0.857,0.912,0.602,0.881,36.89,36.89,NA,12.281,14.577,10.033,19.271,17.619
10099,2019,4035170,Marquez Callaway,WR,Tennessee,SEC,52,0.938,0.938,NA,0.661,0.966,1.402,0.737,1.212,48.752,48.752,NA,14.534,17.395,16.823,22.097,26.655
10128,2019,4036026,Dez Fitzpatrick,WR,Louisville,ACC,52,0.976,0.976,NA,0.702,0.345,1.56,1.063,0.874,50.743,50.743,NA,14.036,4.139,24.953,29.77,20.973
10211,2019,4361307,Trey McBride,TE,Colorado State,Mountain West,52,1.07,1.07,NA,0.614,1.267,1.068,1.03,1.133,55.617,55.617,NA,10.434,21.538,16.019,32.956,22.66
190,2014,546876,Troy Williams,QB,Washington,Pac-12,51,0.068,-0.057,0.581,0.049,-0.43,0.096,0.089,0.038,3.47,-2.338,5.808,0.883,-7.304,1.252,2.673,0.797
268,2014,548155,David Williams,RB,South Carolina,SEC,51,0.25,0.469,0.203,0.39,0.199,0.059,0.312,-0.001,12.766,4.224,8.542,8.194,3.98,0.592,12.78,-0.014
372,2014,546463,Cameron Smith,WR,Arizona State,Pac-12,51,0.553,0.557,0.475,0.576,0.459,0.67,0.536,0.592,28.182,26.757,1.425,16.138,7.351,4.692,19.3,8.882
945,2015,3124569,Devan Stubblefield,WR,Hawai'i,Mountain West,51,0.291,0.291,NA,0.035,0.186,0.883,0.251,0.364,14.842,14.842,NA,0.708,3.541,10.593,8.287,6.555
1085,2015,3126197,Steven Dunbar,WR,Houston,American Athletic,51,0.453,0.453,NA,0.227,0.261,0.836,0.469,0.436,23.115,23.115,NA,3.638,4.434,15.042,12.651,10.464
1327,2015,3126115,Cody Thompson,WR,Toledo,Mid-American,51,1.07,1.07,NA,1.099,1.081,1.161,1.106,1.023,54.589,54.589,NA,18.687,11.895,24.374,32.076,22.513
1596,2016,4039294,Mulbah Car,RB,Houston,American Athletic,51,-0.092,0.498,-0.142,-0.132,-0.094,0.969,-0.121,0.003,-4.668,1.991,-6.659,-3.706,-1.593,4.845,-4.703,0.035
